id,eta_f_SAEM,eta_h_SAEM,eta_L_gap_SAEM,eta_f_mean,eta_h_mean,eta_L_gap_mean,eta_f_mode,eta_h_mode,eta_L_gap_mode,eta_f_sd,eta_h_sd,eta_L_gap_sd,mab_virus,run_id
9|411|9|411|cc|1|1|274|1|274|69.0,-0.0398966,-7.32178e-09,2.18442e-09,0.00764224,-1.31169e-09,-1.17715e-09,0.00784099,-1.77847e-12,3.83649e-12,2.61488,3.1768e-08,4.7381e-08,69.0|274,411
9|411|9|411|cc|2|1|274|1|274|69.0,-0.145698,-2.2168e-09,9.36516e-09,0.0466241,4.0677e-09,1.95023e-09,-1.42067e-07,4.38538e-15,-1.5099e-14,2.42487,3.37082e-08,5.0656e-08,69.0|274,411
9|411|9|411|cc|3|1|274|1|274|69.0,0.0188324,-9.40238e-10,-1.02815e-08,-0.0256417,-3.92997e-09,1.82953e-10,-0.0262,-4.06913e-12,1.05693e-12,2.41969,3.27024e-08,5.21974e-08,69.0|274,411
9|411|9|411|cc|4|1|274|1|274|69.0,-0.111076,-2.67732e-09,5.34734e-11,-0.0572007,3.77161e-09,-6.72674e-09,4.25825e-07,-1.05471e-15,-4.44089e-15,2.44144,3.23239e-08,5.09742e-08,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,0.29795,4.2786e-09,-2.50755e-10,0.411726,7.66748e-10,7.37291e-09,3.15042e-07,7.82707e-15,1.59872e-14,2.52418,3.54392e-08,4.60843e-08,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,0.015178,-1.05021e-09,-1.85379e-09,-0.110386,-2.55025e-09,-1.79222e-09,-2.7183e-07,-5.55112e-16,1.11022e-14,2.20706,3.56034e-08,5.46169e-08,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,0.0207468,-3.67993e-09,2.40967e-09,-0.0307939,1.48388e-09,-4.1163e-09,-4.31333e-07,-1.11577e-14,1.77636e-15,2.53013,3.33732e-08,4.9569e-08,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,-0.232115,-1.03437e-09,8.32396e-10,-0.249201,2.69799e-10,-1.94333e-10,6.05306e-07,-1.12133e-14,-2.53131e-14,2.32137,3.2814e-08,5.00594e-08,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,-0.132807,3.68476e-09,-1.57605e-09,0.107426,2.56084e-09,-3.76646e-10,-7.19351e-08,-1.2268e-14,8.88178e-15,2.4151,3.37909e-08,5.33513e-08,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,-0.0237301,5.96913e-09,2.63519e-09,0.416322,-3.47196e-09,2.01873e-09,-1.21472e-07,-4.66294e-15,-1.73195e-14,2.66305,3.22846e-08,4.74979e-08,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,-0.323691,4.02094e-09,-5.16957e-09,-0.393504,-2.25475e-09,3.61689e-09,-7.53867e-07,1.13798e-14,8.88178e-15,2.48713,3.52095e-08,4.31038e-08,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,-0.126706,9.14112e-10,-4.86675e-09,0.345827,1.10231e-09,1.41488e-09,-1.94574e-07,8.32667e-16,8.43769e-15,2.44204,3.64024e-08,4.80898e-08,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,0.325623,-1.56135e-09,7.04728e-10,0.0510647,-2.47119e-09,-3.81189e-11,2.10055e-07,-2.72005e-15,-1.19904e-14,2.39787,3.58482e-08,4.76369e-08,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,-0.195499,2.1222e-09,-3.12211e-09,0.0917307,-3.82087e-09,-4.01908e-09,2.75975e-07,2.77556e-16,1.77636e-15,2.41649,3.32872e-08,5.0133e-08,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,-0.152809,-2.34904e-09,-2.58333e-09,0.171999,-2.41527e-09,-4.57562e-09,1.01872e-07,-1.4988e-15,4.44089e-15,2.39379,3.513e-08,5.4093e-08,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,0.255959,-6.58093e-09,-7.64738e-09,0.352241,-4.44342e-10,5.80377e-09,1.50159e-07,6.55032e-15,-8.88178e-16,2.48578,3.40317e-08,5.6678e-08,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,-1.59521,4.44579e-09,1.31844e-08,-1.59657,2.59053e-09,-3.98507e-09,-1.61645,1.03917e-13,6.03961e-14,0.111439,3.15352e-08,5.38145e-08,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,-1.48612,-3.11433e-09,-5.33484e-09,-1.5179,-3.2237e-09,4.13101e-09,-1.50955,-1.05693e-13,-2.82219e-13,0.0779301,3.55115e-08,5.05036e-08,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,-1.56337,1.65652e-09,3.95131e-09,-1.50713,3.79093e-10,-6.71848e-09,-1.5473,-4.25771e-14,2.48468e-13,0.0911321,3.32991e-08,5.28659e-08,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,-1.64421,-8.64219e-09,-5.07141e-09,-1.64717,-3.09474e-09,1.3539e-09,-1.66154,1.09357e-14,-2.24709e-13,0.100713,3.27867e-08,5.10788e-08,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,-2.80626,3.64055e-09,-4.84307e-09,-2.83655,1.67465e-09,-2.0541e-09,-2.84112,3.17524e-14,-3.06866e-13,0.106915,3.3793e-08,5.1748e-08,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,-2.63384,9.92355e-09,1.62877e-09,-2.68944,4.09003e-09,-7.96944e-09,-2.66741,2.80193e-13,-5.72875e-14,0.0880823,3.35913e-08,4.57147e-08,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,-2.71517,-3.18528e-09,-7.06552e-09,-2.63694,5.00656e-09,-3.09907e-09,-2.69073,-2.30371e-14,2.35367e-14,0.123209,3.41555e-08,4.46714e-08,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,-2.52612,1.27107e-09,1.15792e-08,-2.54627,5.36945e-10,2.5804e-09,-2.51487,1.13007e-13,3.75477e-13,0.100962,3.26528e-08,5.67919e-08,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,-2.07032,6.43677e-09,-1.35457e-08,-2.0963,-1.49436e-09,8.78621e-09,-2.0949,-1.27547e-13,-1.63869e-13,0.0916878,3.35497e-08,4.89588e-08,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,-1.93718,-7.75408e-09,-6.80792e-09,-1.96267,1.25388e-09,-6.05887e-09,-1.97537,7.80626e-15,2.0739e-13,0.118434,3.76576e-08,5.00199e-08,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,-0.00899537,2.45415e-09,-3.3385e-09,-0.143985,-1.03428e-09,-6.25446e-09,1.33212e-07,7.77156e-15,6.66134e-15,2.40557,3.20341e-08,4.28869e-08,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,-0.0116958,5.23072e-09,-1.18462e-09,0.0645985,5.75595e-10,-5.3004e-10,4.49125e-07,-4.88498e-15,-6.66134e-16,2.39446,3.04388e-08,5.27642e-08,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,0.219524,5.7702e-10,-2.39258e-09,0.00183827,1.84813e-09,-3.44947e-09,-1.28859e-08,-1.11022e-14,5.10703e-15,2.17011,3.65152e-08,4.6021e-08,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,-0.203452,7.04064e-10,1.49916e-09,-0.184855,2.80521e-09,1.78062e-09,3.3116e-07,-3.9968e-15,4.21885e-15,2.47437,3.5626e-08,4.9121e-08,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,-0.159296,-6.68991e-09,1.82262e-09,0.129951,9.19656e-10,1.57455e-09,-4.39047e-07,0,-1.33227e-15,2.52932,3.3806e-08,5.19362e-08,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,-0.245669,-4.73364e-09,-1.31621e-09,0.0875026,1.4471e-09,4.01703e-11,-9.57781e-08,-1.33227e-15,9.99201e-15,2.48225,3.50801e-08,5.16695e-08,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,0.0297705,-3.76526e-09,-9.0318e-09,-0.199035,-6.70046e-09,-4.99109e-09,3.12608e-07,-2.22045e-15,-1.13243e-14,2.28378,3.19945e-08,4.62982e-08,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,0.179174,4.58542e-09,3.54009e-09,0.0406902,3.07375e-09,3.51903e-09,-2.48863e-07,9.76996e-15,5.55112e-15,2.43387,3.29651e-08,4.95204e-08,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,-0.0859775,5.61693e-10,-4.42656e-10,0.0355689,-1.54979e-09,-2.42454e-09,-4.25189e-07,0,-3.77476e-15,2.23114,3.4658e-08,5.23997e-08,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,-0.112748,-1.27578e-09,-8.56054e-10,0.037105,-1.02477e-09,-5.61045e-09,4.89338e-07,6.66134e-16,1.11022e-15,2.49671,3.37155e-08,4.68938e-08,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,-0.201233,-1.75238e-09,3.13678e-09,0.135496,2.45322e-09,1.20966e-09,1.7894e-07,3.9968e-15,-1.35447e-14,2.36998,3.68527e-08,5.01082e-08,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,0.159807,-3.89635e-09,-7.58502e-09,-0.131476,-3.32463e-09,-3.23701e-09,3.47339e-07,-3.55271e-15,6.66134e-16,2.63889,3.27175e-08,4.83025e-08,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,-0.0749179,8.00097e-09,1.39397e-10,-0.031213,1.25393e-10,5.34091e-09,-2.36768e-07,-2.66454e-15,-9.99201e-15,2.53065,3.34762e-08,5.21426e-08,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,0.0253537,-2.90493e-09,2.56613e-09,0.138532,1.20273e-10,6.13822e-09,-3.38617e-07,7.32747e-15,1.95399e-14,2.3407,3.40194e-08,5.48606e-08,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,0.0384969,-4.35863e-09,-2.78453e-09,-0.161353,2.76499e-09,-2.48085e-10,2.69576e-07,-3.55271e-15,-2.88658e-15,2.2509,3.27195e-08,4.76757e-08,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,0.180782,-4.72678e-09,3.88452e-10,-0.28514,-2.41629e-09,2.76784e-09,-5.18663e-07,-2.66454e-15,-4.66294e-15,2.47729,3.39817e-08,5.18046e-08,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,-1.95346,-4.18318e-09,2.07994e-09,-1.96031,1.45613e-09,-8.40156e-10,-1.94551,1.34559e-13,-1.81855e-13,0.0619648,3.26342e-08,4.68523e-08,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,-1.93474,2.04938e-09,3.63844e-09,-1.9531,-6.88266e-09,-4.32336e-09,-1.96921,3.60378e-13,1.43663e-13,0.0710793,3.51986e-08,5.36725e-08,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,-1.92705,-5.08673e-09,-1.74732e-08,-1.93671,-2.67801e-09,5.01174e-09,-1.94956,4.21885e-15,2.16049e-13,0.0533269,3.46442e-08,5.00149e-08,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,-1.96482,-4.68465e-09,1.77042e-08,-1.98733,2.73612e-09,3.33228e-09,-1.99548,9.68114e-14,-4.04565e-13,0.076322,3.29501e-08,4.81811e-08,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,-3.37937,4.17934e-09,-2.60172e-09,-3.39078,6.22424e-09,2.79968e-09,-3.38185,7.90479e-14,-3.00204e-13,0.0734458,3.27939e-08,4.89348e-08,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,-3.18783,2.18868e-10,-7.31614e-09,-3.16418,6.58827e-09,4.13981e-09,-3.19316,-8.63754e-14,2.30038e-13,0.0642891,3.22854e-08,4.92967e-08,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,-2.76797,-5.96016e-10,1.43177e-08,-2.75885,-4.2624e-09,3.53189e-09,-2.77925,-2.38254e-13,-7.39409e-14,0.0678781,3.05158e-08,4.89833e-08,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,-2.71424,-1.46606e-09,2.33811e-09,-2.65968,-1.23896e-09,-1.6916e-08,-2.69898,-4.4631e-14,3.12861e-13,0.0892854,3.90129e-08,5.40515e-08,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,-2.10449,-9.83391e-09,-3.45038e-10,-2.09457,2.04989e-09,2.41842e-09,-2.11439,-6.63913e-14,-2.87381e-13,0.0778091,3.29063e-08,5.18636e-08,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,-2.19908,3.6369e-09,-6.78142e-09,-2.19492,2.17945e-09,1.7043e-09,-2.22005,2.367e-13,5.63993e-13,0.0784013,3.4068e-08,5.1395e-08,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,-0.344026,1.58407e-09,2.67602e-09,-0.0252903,1.56827e-09,2.85478e-09,3.71984e-07,2.9976e-15,1.19904e-14,2.53202,3.63623e-08,4.86418e-08,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,0.0281236,-4.94949e-09,4.53694e-09,0.017183,2.30472e-09,-1.71997e-09,-4.76597e-07,-2.22045e-15,-5.77316e-15,2.34872,3.61569e-08,4.79068e-08,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,-0.247214,-6.8873e-10,-2.24617e-09,0.0619566,2.15104e-09,6.86798e-09,1.68255e-07,-8.43769e-15,9.99201e-15,2.09215,3.39435e-08,5.06823e-08,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,0.0197031,9.38615e-10,5.75926e-09,-0.0116007,1.82222e-09,5.6533e-09,7.7441e-08,-1.33227e-15,5.9952e-15,2.29995,3.44503e-08,5.57616e-08,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,0.129925,2.95273e-09,-6.86535e-09,0.258064,-5.27607e-09,-1.0374e-10,1.47352e-07,3.55271e-15,8.43769e-15,2.75106,3.18266e-08,4.94993e-08,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,0.313324,-5.42912e-09,-3.3961e-09,0.161168,1.22382e-09,-1.6768e-09,9.74659e-09,-9.32587e-15,7.99361e-15,2.35541,3.60047e-08,5.11071e-08,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,-0.315935,1.4293e-09,-5.17028e-09,-0.0485695,-1.09265e-10,-9.15755e-09,8.93162e-08,3.55271e-15,-1.33227e-15,2.26172,3.38709e-08,5.03774e-08,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,-0.0755163,-5.8859e-11,4.32798e-09,0.150129,-1.44662e-09,1.91521e-09,4.50531e-07,-1.08802e-14,-7.10543e-15,2.40859,3.06757e-08,5.12396e-08,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,0.177478,-1.92962e-09,-3.22564e-09,0.235258,-1.952e-09,-1.60094e-09,3.61448e-07,-5.77316e-15,8.88178e-16,2.27256,3.69737e-08,4.7398e-08,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,0.0666655,-1.89502e-09,1.59308e-09,-0.0431813,-2.59737e-09,-8.73269e-11,3.76187e-07,-4.66294e-15,4.44089e-15,2.55809,3.43521e-08,4.7863e-08,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,-0.0649702,-3.42107e-09,1.28387e-08,0.212838,4.38194e-09,2.03401e-09,2.48844e-07,-1.11022e-15,4.21885e-15,2.47628,3.84605e-08,5.40264e-08,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,0.0507224,-9.1337e-11,2.04628e-10,0.109039,-3.39872e-09,-3.78702e-09,2.8835e-07,4.44089e-16,3.9968e-15,2.53205,3.72626e-08,5.34587e-08,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,0.0195056,-4.43457e-09,3.02112e-09,0.437812,3.80906e-09,2.55002e-09,6.59666e-08,5.10703e-15,-6.21725e-15,2.35141,3.52275e-08,4.86584e-08,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,-0.27626,-2.63074e-09,3.9582e-09,-0.0652234,3.24925e-09,4.96049e-09,2.91351e-07,8.88178e-16,8.21565e-15,2.36354,3.34263e-08,5.27102e-08,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,-0.0546421,-7.89e-10,8.03264e-09,-0.0250503,-3.23412e-10,-1.71993e-09,-3.26734e-07,-5.88418e-15,-7.54952e-15,2.47965,3.36103e-08,5.4329e-08,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,-0.0342496,-2.66841e-09,9.62833e-09,0.207381,1.19432e-09,5.75688e-10,-2.9224e-07,4.77396e-15,3.55271e-15,2.60087,3.51802e-08,5.3658e-08,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,-1.45325,-9.89945e-10,3.80894e-09,-1.37275,-4.67009e-09,-6.64549e-10,-1.43994,6.79456e-14,-2.35367e-14,0.217148,3.03625e-08,4.95847e-08,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,-1.12985,3.01253e-09,-7.26462e-09,-1.13118,-4.69008e-11,-2.327e-09,-1.14551,8.88178e-15,-1.73195e-14,0.222961,3.53179e-08,5.23551e-08,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,-1.16468,-8.60359e-09,3.66769e-09,-1.15294,-3.24258e-09,5.94857e-09,-1.2145,6.53921e-14,7.50511e-14,0.33354,3.48176e-08,4.96797e-08,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,-0.98714,-1.44709e-09,3.03179e-09,-1.07271,-7.29208e-09,-2.72637e-09,-1.07885,1.19904e-14,-1.22791e-13,0.271944,3.45331e-08,5.14691e-08,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,-3.867,5.60815e-09,-3.92865e-09,-3.8846,1.33278e-09,5.59993e-09,-3.88741,-9.85878e-14,1.74527e-13,0.0675411,3.63217e-08,5.05818e-08,32.0|292,462
8|462|8|462|sample|10|292|10|292|32.0,-3.84193,6.8258e-10,-5.36942e-09,-3.8449,1.49937e-09,-2.42439e-09,-3.85451,-1.91402e-13,3.25961e-13,0.0646786,2.90138e-08,4.61553e-08,32.0|292,462
8|462|8|462|sample|7|292|7|292|32.0,-3.73725,4.13042e-09,6.58464e-09,-3.75049,-1.95806e-09,4.9463e-09,-3.73897,1.19016e-13,-1.4988e-13,0.0598164,3.08606e-08,5.95209e-08,32.0|292,462
8|462|8|462|sample|8|292|8|292|32.0,-3.71245,1.65554e-09,1.08266e-08,-3.70468,-1.96105e-09,1.05923e-09,-3.71775,5.96745e-13,-4.54303e-13,0.064406,3.3622e-08,5.1343e-08,32.0|292,462
8|462|8|462|sample|11|292|11|292|22.0,-1.30506,-3.22386e-10,-8.49282e-10,-1.29532,-2.48288e-09,9.61738e-09,-1.30911,-2.09055e-13,3.22409e-13,0.0807405,3.43932e-08,4.72804e-08,22.0|292,462
8|462|8|462|sample|12|292|12|292|22.0,-1.28607,-6.00191e-10,-3.25084e-09,-1.27409,-2.74515e-09,-2.96384e-09,-1.29026,6.36158e-14,-2.9754e-14,0.0783806,3.54567e-08,4.76439e-08,22.0|292,462
8|462|8|462|cc|1|1|292|1|292|69.0,0.20887,3.51805e-09,1.54487e-09,-0.276977,-1.35754e-09,-5.48731e-09,6.30344e-08,-3.55271e-15,3.10862e-15,2.35602,3.02225e-08,4.73636e-08,69.0|292,462
8|462|8|462|cc|2|1|292|1|292|69.0,0.0174284,6.27743e-09,-1.4276e-09,0.265252,2.15533e-09,-8.45856e-09,1.88309e-07,8.43769e-15,1.19904e-14,2.43348,3.28238e-08,4.55661e-08,69.0|292,462
8|462|8|462|cc|3|1|292|1|292|69.0,0.275049,-6.45662e-10,-7.28734e-09,0.103941,1.9697e-10,-1.01448e-09,-1.05327e-06,1.88738e-14,1.31006e-14,2.07385,3.56852e-08,5.10445e-08,69.0|292,462
8|462|8|462|cc|4|1|292|1|292|69.0,-0.0702763,-2.15112e-09,-3.2186e-10,-0.0741781,2.72586e-09,2.20281e-09,2.86069e-07,0,9.32587e-15,2.44101,3.19938e-08,5.14456e-08,69.0|292,462
8|462|8|462|cc|5|1|292|1|292|69.0,-0.425195,-3.34154e-09,5.56125e-09,0.00598944,-1.71431e-09,6.0786e-09,-5.1692e-07,-7.10543e-15,-5.32907e-15,2.35289,3.3118e-08,5.04827e-08,69.0|292,462
8|462|8|462|cc|6|1|292|1|292|69.0,-0.114018,9.12193e-09,-6.54733e-09,-0.270542,2.53575e-09,2.21062e-09,4.83498e-07,4.44089e-15,-1.08802e-14,2.50669,3.41403e-08,4.68804e-08,69.0|292,462
8|462|8|462|cc|7|1|292|1|292|69.0,-0.178696,-4.62956e-09,1.55617e-09,0.0817209,-2.47701e-09,2.01917e-09,7.63637e-08,1.33227e-15,1.06581e-14,2.53937,3.53049e-08,4.72161e-08,69.0|292,462
8|462|8|462|cc|8|1|292|1|292|69.0,0.0157664,7.50401e-09,-4.63244e-09,-0.151031,8.91645e-10,2.10035e-09,-2.2906e-07,1.5099e-14,-4.44089e-15,2.33047,3.26569e-08,5.25563e-08,69.0|292,462
8|462|8|462|vc|1|2|292|2|292|69.0,0.351187,1.08911e-11,-1.69114e-09,0.0705003,-1.97712e-10,3.78063e-09,-1.87213e-07,8.88178e-16,1.06581e-14,2.23694,3.61751e-08,5.00476e-08,69.0|292,462
8|462|8|462|vc|2|2|292|2|292|69.0,0.168037,-5.48336e-09,2.58695e-09,-0.000407306,-1.93116e-10,-3.7802e-09,-0.00041445,3.52718e-12,4.38405e-12,2.48482,3.39102e-08,4.83946e-08,69.0|292,462
8|462|8|462|vc|3|2|292|2|292|69.0,-0.229829,2.07613e-09,-9.86e-09,-0.0308052,-6.08318e-09,1.62372e-09,-4.0092e-07,1.33227e-15,3.9968e-15,2.23821,3.72374e-08,4.69663e-08,69.0|292,462
8|462|8|462|vc|4|2|292|2|292|69.0,0.255437,-6.02802e-10,7.09525e-10,0.00347627,-2.71805e-10,-7.3896e-10,-3.4096e-07,6.66134e-15,-6.43929e-15,2.43727,3.65493e-08,5.18344e-08,69.0|292,462
8|462|8|462|vc|5|2|292|2|292|69.0,-0.121124,-2.25673e-09,2.72232e-09,-0.0219618,-4.84514e-09,-6.61735e-09,-2.66413e-07,-4.88498e-15,-1.77636e-15,2.49288,3.60017e-08,4.89979e-08,69.0|292,462
8|462|8|462|vc|6|2|292|2|292|69.0,-0.491551,-1.35167e-09,7.33695e-10,-0.100785,1.77158e-09,9.12078e-09,1.78457e-07,1.33227e-15,-1.11022e-14,2.42951,3.35704e-08,4.72661e-08,69.0|292,462
8|462|8|462|vc|7|2|292|2|292|69.0,-0.170172,-5.36389e-09,-3.92198e-09,0.136959,-1.18332e-09,7.15299e-10,-4.70493e-07,-3.10862e-15,2.22045e-15,2.59219,3.44504e-08,4.76314e-08,69.0|292,462
8|462|8|462|vc|8|2|292|2|292|69.0,-0.181135,-3.07351e-09,-5.53709e-10,-0.0363524,6.31156e-10,4.52377e-09,2.69416e-07,3.10862e-15,-4.44089e-16,2.45012,3.63602e-08,4.66738e-08,69.0|292,462
8|1159|8|1159|sample|8|292|8|292|65.0,-1.52736,7.07457e-09,-5.41829e-09,-1.52412,-4.17246e-10,-5.31449e-09,-1.54104,-1.14908e-14,4.75175e-13,0.0666119,3.22569e-08,4.48446e-08,65.0|292,1159
8|1159|8|1159|sample|7|292|7|292|65.0,-1.4518,-1.37772e-08,5.775e-09,-1.44566,-7.18133e-09,-8.29687e-09,-1.44836,2.11053e-13,-1.16351e-13,0.0579176,3.44055e-08,5.48276e-08,65.0|292,1159
8|1159|8|1159|sample|5|292|5|292|65.0,-1.51574,-9.82854e-09,-6.36702e-09,-1.49841,-3.51655e-10,-4.45415e-09,-1.50899,2.55906e-14,9.64118e-13,0.0753669,3.31356e-08,5.91953e-08,65.0|292,1159
8|1159|8|1159|sample|6|292|6|292|65.0,-1.52556,1.45651e-09,1.22888e-08,-1.50308,-6.84809e-09,2.61579e-09,-1.50818,-1.53211e-13,9.0683e-13,0.0675376,2.85669e-08,5.26111e-08,65.0|292,1159
8|1159|8|1159|sample|11|292|11|292|28.0,-2.88882,-1.12325e-08,-1.82468e-09,-2.87941,-2.0453e-10,-2.13311e-09,-2.90052,3.4206e-13,-4.26326e-14,0.0522489,3.11284e-08,4.61819e-08,28.0|292,1159
8|1159|8|1159|sample|12|292|12|292|28.0,-3.02943,1.78563e-09,-5.28426e-11,-3.05327,7.29063e-09,7.11057e-09,-3.06338,-6.02851e-14,1.6076e-13,0.0483123,3.11861e-08,5.78052e-08,28.0|292,1159
