id,f_SAEM,h_SAEM,L_gap_SAEM,f_mean,h_mean,L_gap_mean,f_mode,h_mode,L_gap_mode,f_sd,h_sd,L_gap_sd,mab_virus,run_id
9|411|9|411|cc|4|1|274|1|274|69.0,8.3295,0.78112,10.0375,20.2013,0.78112,10.0375,1,0.78112,10.0375,164.242,1.49012e-08,4.91512e-07,69.0|274,411
9|411|9|411|cc|5|1|274|1|274|69.0,33.7903,0.78112,10.0375,24.0579,0.78112,10.0375,1,0.78112,10.0375,106.931,1.49012e-08,5.19621e-07,69.0|274,411
9|411|9|411|cc|6|1|274|1|274|69.0,42.4405,0.78112,10.0375,11.3908,0.78112,10.0375,1,0.78112,10.0375,71.8103,3.332e-08,5.59141e-07,69.0|274,411
9|411|9|411|cc|7|1|274|1|274|69.0,48.4668,0.78112,10.0375,33.8269,0.78112,10.0375,1,0.78112,10.0375,221.292,3.332e-08,4.61696e-07,69.0|274,411
9|411|9|411|cc|8|1|274|1|274|69.0,7.95339,0.78112,10.0375,10.2512,0.78112,10.0375,1,0.78112,10.0375,47.7843,2.10734e-08,4.61696e-07,69.0|274,411
9|411|9|411|vc|1|2|274|2|274|69.0,7.27164,0.78112,10.0375,14.3463,0.78112,10.0375,1,0.78112,10.0375,44.2577,1.82501e-08,5.71708e-07,69.0|274,411
9|411|9|411|vc|2|2|274|2|274|69.0,5.6824,0.78112,10.0375,21.3103,0.78112,10.0375,1,0.78112,10.0375,78.2034,1.49012e-08,3.95372e-07,69.0|274,411
9|411|9|411|vc|3|2|274|2|274|69.0,10.574,0.78112,10.0375,12.2261,0.78112,10.0375,0.999999,0.78112,10.0375,71.7464,2.58096e-08,4.61696e-07,69.0|274,411
9|411|9|411|vc|4|2|274|2|274|69.0,7.46078,0.78112,10.0375,26.5424,0.78112,10.0375,1,0.78112,10.0375,154.721,3.332e-08,4.76837e-07,69.0|274,411
9|411|9|411|vc|5|2|274|2|274|69.0,25.7564,0.78112,10.0375,45.0441,0.78112,10.0375,1,0.78112,10.0375,414.715,3.49463e-08,4.76837e-07,69.0|274,411
9|411|9|411|vc|6|2|274|2|274|69.0,22.1033,0.78112,10.0375,23.2681,0.78112,10.0375,1,0.78112,10.0375,103.332,2.78775e-08,6.52936e-07,69.0|274,411
9|411|9|411|vc|7|2|274|2|274|69.0,8.29155,0.78112,10.0375,18.3059,0.78112,10.0375,1,0.78112,10.0375,78.2473,2.58096e-08,5.96046e-07,69.0|274,411
9|411|9|411|vc|8|2|274|2|274|69.0,29.9967,0.78112,10.0375,18.2801,0.78112,10.0375,1,0.78112,10.0375,89.7504,2.10734e-08,3.76973e-07,69.0|274,411
8|152|8|152|sample|8|322|8|322|65.0,0.203147,1.16484,2.32869,0.203853,1.16484,2.32869,0.198602,1.16484,2.32869,0.0227866,2.98023e-08,1.29905e-07,65.0|322,152
8|152|8|152|sample|7|322|7|322|65.0,0.227757,1.16484,2.32869,0.219835,1.16484,2.32869,0.221008,1.16484,2.32869,0.0170513,4.94216e-08,6.664e-08,65.0|322,152
8|152|8|152|sample|6|322|6|322|65.0,0.210378,1.16484,2.32869,0.222457,1.16484,2.32869,0.212822,1.16484,2.32869,0.0200114,4.71216e-08,1.1151e-07,65.0|322,152
8|152|8|152|sample|5|322|5|322|65.0,0.193759,1.16484,2.32869,0.193591,1.16484,2.32869,0.189846,1.16484,2.32869,0.0200194,2.58096e-08,1.3328e-07,65.0|322,152
8|152|8|152|sample|12|322|12|322|28.0,0.0606273,1.12467,0.2572,0.0589626,1.12467,0.2572,0.05836,1.12467,0.2572,0.00628386,4.71216e-08,1.39388e-08,28.0|322,152
8|152|8|152|sample|11|322|11|322|28.0,0.0721675,1.12467,0.2572,0.0681856,1.12467,0.2572,0.0694321,1.12467,0.2572,0.00609918,2.98023e-08,8.33e-09,28.0|322,152
8|152|8|152|sample|10|322|10|322|28.0,0.0663621,1.12467,0.2572,0.0721271,1.12467,0.2572,0.0678314,1.12467,0.2572,0.00898435,0,1.11759e-08,28.0|322,152
8|152|8|152|sample|9|322|9|322|28.0,0.0802636,1.12467,0.2572,0.0787801,1.12467,0.2572,0.0808733,1.12467,0.2572,0.00815568,5.96046e-08,1.11759e-08,28.0|322,152
8|152|8|152|sample|3|322|3|322|22.0,0.126772,1.03075,0.283135,0.123432,1.03075,0.283135,0.123083,1.03075,0.283135,0.0114569,5.16191e-08,1.39388e-08,22.0|322,152
8|152|8|152|sample|4|322|4|322|22.0,0.144931,1.03075,0.283135,0.141467,1.03075,0.283135,0.13871,1.03075,0.283135,0.0166529,1.49012e-08,1.49012e-08,22.0|322,152
8|152|8|152|cc|1|1|322|1|322|69.0,9.36074,4.24087,4.84989,34.9819,4.24087,4.84989,1,4.24087,4.84989,304.911,2.06477e-07,1.46001e-07,69.0|322,152
8|152|8|152|cc|2|1|322|1|322|69.0,16.1731,4.24087,4.84989,14.6664,4.24087,4.84989,1,4.24087,4.84989,59.9508,1.88486e-07,3.03925e-07,69.0|322,152
8|152|8|152|cc|3|1|322|1|322|69.0,27.0404,4.24087,4.84989,8.65037,4.24087,4.84989,1,4.24087,4.84989,32.3661,1.03238e-07,2.2302e-07,69.0|322,152
8|152|8|152|cc|4|1|322|1|322|69.0,11.5436,4.24087,4.84989,10.9245,4.24087,4.84989,1,4.24087,4.84989,38.1307,1.03238e-07,2.2302e-07,69.0|322,152
8|152|8|152|cc|5|1|322|1|322|69.0,18.5102,4.24087,4.84989,18.3568,4.24087,4.84989,1,4.24087,4.84989,71.1702,1.68587e-07,2.85854e-07,69.0|322,152
8|152|8|152|cc|6|1|322|1|322|69.0,7.1723,4.24087,4.84989,31.8014,4.24087,4.84989,1,4.24087,4.84989,217.524,1.03238e-07,2.06477e-07,69.0|322,152
8|152|8|152|cc|7|1|322|1|322|69.0,13.8586,4.24087,4.84989,7.09958,4.24087,4.84989,1,4.24087,4.84989,22.5054,8.42937e-08,2.06477e-07,69.0|322,152
8|152|8|152|cc|8|1|322|1|322|69.0,11.9716,4.24087,4.84989,15.596,4.24087,4.84989,1,4.24087,4.84989,58.7976,0,2.6656e-07,69.0|322,152
8|152|8|152|vc|1|2|322|2|322|69.0,13.9677,4.24087,4.84989,12.6133,4.24087,4.84989,1,4.24087,4.84989,64.6836,1.57699e-07,2.59811e-07,69.0|322,152
8|152|8|152|vc|2|2|322|2|322|69.0,15.0986,4.24087,4.84989,21.6508,4.24087,4.84989,1,4.24087,4.84989,133.304,2.6656e-07,0,69.0|322,152
8|152|8|152|vc|3|2|322|2|322|69.0,8.49768,4.24087,4.84989,17.0474,4.24087,4.84989,1,4.24087,4.84989,112.671,1.97686e-07,2.45756e-07,69.0|322,152
8|152|8|152|vc|4|2|322|2|322|69.0,31.1701,4.24087,4.84989,69.274,4.24087,4.84989,1,4.24087,4.84989,576.772,1.97686e-07,2.30848e-07,69.0|322,152
8|152|8|152|vc|5|2|322|2|322|69.0,5.34727,4.24087,4.84989,28.673,4.24087,4.84989,1,4.24087,4.84989,170.98,1.88486e-07,2.6656e-07,69.0|322,152
8|152|8|152|vc|6|2|322|2|322|69.0,9.31045,4.24087,4.84989,15.8772,4.24087,4.84989,1,4.24087,4.84989,77.0474,5.96046e-08,2.52881e-07,69.0|322,152
8|152|8|152|vc|7|2|322|2|322|69.0,21.2202,4.24087,4.84989,9.00656,4.24087,4.84989,1,4.24087,4.84989,40.67,1.68587e-07,2.06477e-07,69.0|322,152
8|152|8|152|vc|8|2|322|2|322|69.0,9.51394,4.24087,4.84989,7.34509,4.24087,4.84989,0.999999,4.24087,4.84989,20.4705,1.97686e-07,2.79571e-07,69.0|322,152
8|1056|8|1056|sample|8|276|8|276|65.0,0.142189,1.81451,0.296984,0.141089,1.81451,0.296984,0.142914,1.81451,0.296984,0.00893327,5.5755e-08,1.70714e-08,65.0|276,1056
8|1056|8|1056|sample|7|276|7|276|65.0,0.144949,1.81451,0.296984,0.142195,1.81451,0.296984,0.139567,1.81451,0.296984,0.0102717,7.30005e-08,1.58051e-08,65.0|276,1056
8|1056|8|1056|sample|6|276|6|276|65.0,0.146096,1.81451,0.296984,0.144383,1.81451,0.296984,0.142337,1.81451,0.296984,0.0077602,6.32203e-08,1.4428e-08,65.0|276,1056
8|1056|8|1056|sample|5|276|5|276|65.0,0.140792,1.81451,0.296984,0.137466,1.81451,0.296984,0.135949,1.81451,0.296984,0.0107142,0,1.17804e-08,65.0|276,1056
8|1056|8|1056|sample|12|276|12|276|28.0,0.0341308,1.75655,0.323573,0.0337764,1.75655,0.323573,0.0339844,1.75655,0.323573,0.00261679,3.65002e-08,1.666e-08,28.0|276,1056
8|1056|8|1056|sample|11|276|11|276|28.0,0.0413426,1.75655,0.323573,0.0423379,1.75655,0.323573,0.041042,1.75655,0.323573,0.00280231,4.21468e-08,1.70714e-08,28.0|276,1056
8|1056|8|1056|sample|10|276|10|276|28.0,0.0629499,1.75655,0.323573,0.0635108,1.75655,0.323573,0.0620851,1.75655,0.323573,0.00432904,2.10734e-08,1.49012e-08,28.0|276,1056
8|1056|8|1056|sample|9|276|9|276|28.0,0.0664357,1.75655,0.323573,0.0702464,1.75655,0.323573,0.0672742,1.75655,0.323573,0.00616319,8.9407e-08,1.74732e-08,28.0|276,1056
8|1056|8|1056|sample|4|276|4|276|22.0,0.12241,1.79056,0.663934,0.123504,1.79056,0.663934,0.120707,1.79056,0.663934,0.00992004,4.71216e-08,4.28003e-08,22.0|276,1056
8|1056|8|1056|sample|3|276|3|276|22.0,0.111218,1.79056,0.663934,0.111708,1.79056,0.663934,0.108604,1.79056,0.663934,0.00870298,5.96046e-08,3.16101e-08,22.0|276,1056
8|1056|8|1056|cc|1|1|276|1|276|69.0,12.0022,1.82879,5.41832,21.1613,1.82879,5.41832,1,1.82879,5.41832,92.6568,4.71216e-08,2.2302e-07,69.0|276,1056
8|1056|8|1056|cc|2|1|276|1|276|69.0,10.9599,1.82879,5.41832,32.1004,1.82879,5.41832,1,1.82879,5.41832,336.279,6.98926e-08,2.14908e-07,69.0|276,1056
8|1056|8|1056|cc|3|1|276|1|276|69.0,13.0666,1.82879,5.41832,15.273,1.82879,5.41832,1,1.82879,5.41832,97.1826,6.32203e-08,2.92002e-07,69.0|276,1056
8|1056|8|1056|cc|4|1|276|1|276|69.0,36.2453,1.82879,5.41832,11.2957,1.82879,5.41832,1,1.82879,5.41832,35.1787,6.98926e-08,2.59811e-07,69.0|276,1056
8|1056|8|1056|cc|5|1|276|1|276|69.0,23.2338,1.82879,5.41832,22.9037,1.82879,5.41832,1,1.82879,5.41832,77.2593,3.65002e-08,2.52881e-07,69.0|276,1056
8|1056|8|1056|cc|6|1|276|1|276|69.0,16.1235,1.82879,5.41832,11.9757,1.82879,5.41832,1,1.82879,5.41832,45.9964,7.59813e-08,1.78814e-07,69.0|276,1056
8|1056|8|1056|cc|7|1|276|1|276|69.0,8.06406,1.82879,5.41832,10.1538,1.82879,5.41832,1,1.82879,5.41832,50.9963,5.96046e-08,3.03925e-07,69.0|276,1056
8|1056|8|1056|cc|8|1|276|1|276|69.0,9.80344,1.82879,5.41832,21.6725,1.82879,5.41832,1,1.82879,5.41832,129.099,3.65002e-08,2.79571e-07,69.0|276,1056
8|1056|8|1056|vc|1|2|276|2|276|69.0,18.8533,1.82879,5.41832,12.1638,1.82879,5.41832,1,1.82879,5.41832,40.363,9.42432e-08,2.6656e-07,69.0|276,1056
8|1056|8|1056|vc|2|2|276|2|276|69.0,13.5743,1.82879,5.41832,23.8566,1.82879,5.41832,1,1.82879,5.41832,119.591,6.98926e-08,1.57699e-07,69.0|276,1056
8|1056|8|1056|vc|3|2|276|2|276|69.0,21.7858,1.82879,5.41832,30.323,1.82879,5.41832,1,1.82879,5.41832,258.283,5.5755e-08,3.37175e-07,69.0|276,1056
8|1056|8|1056|vc|4|2|276|2|276|69.0,13.8209,1.82879,5.41832,24.4013,1.82879,5.41832,1,1.82879,5.41832,141.357,7.30005e-08,2.73143e-07,69.0|276,1056
8|1056|8|1056|vc|5|2|276|2|276|69.0,45.8785,1.82879,5.41832,34.8873,1.82879,5.41832,1,1.82879,5.41832,216.923,5.16191e-08,2.45756e-07,69.0|276,1056
8|1056|8|1056|vc|6|2|276|2|276|69.0,6.07348,1.82879,5.41832,10.7493,1.82879,5.41832,1,1.82879,5.41832,36.8683,6.32203e-08,2.52881e-07,69.0|276,1056
8|1056|8|1056|vc|7|2|276|2|276|69.0,25.2717,1.82879,5.41832,21.5389,1.82879,5.41832,1,1.82879,5.41832,98.4749,3.65002e-08,2.92002e-07,69.0|276,1056
8|1056|8|1056|vc|8|2|276|2|276|69.0,20.3026,1.82879,5.41832,41.337,1.82879,5.41832,1,1.82879,5.41832,234.309,5.5755e-08,2.6656e-07,69.0|276,1056
8|462|8|462|sample|6|292|6|292|55.0,0.237133,0.388198,0.309472,0.25927,0.388198,0.309472,0.236941,0.388198,0.309472,0.0541621,5.26836e-09,1.11759e-08,55.0|292,462
8|462|8|462|sample|5|292|5|292|55.0,0.330106,0.388198,0.309472,0.330975,0.388198,0.309472,0.318062,0.388198,0.309472,0.0773333,5.26836e-09,1.86265e-08,55.0|292,462
8|462|8|462|sample|4|292|4|292|55.0,0.327812,0.388198,0.309472,0.334992,0.388198,0.309472,0.296859,0.388198,0.309472,0.127252,1.29048e-08,1.53598e-08,55.0|292,462
8|462|8|462|sample|3|292|3|292|55.0,0.389365,0.388198,0.309472,0.355541,0.388198,0.309472,0.339985,0.388198,0.309472,0.105471,1.49012e-08,1.34317e-08,55.0|292,462
8|462|8|462|sample|9|292|9|292|32.0,0.0209662,1.98639,0.178869,0.020603,1.98639,0.178869,0.0204983,1.98639,0.178869,0.00139804,7.88495e-08,1.05367e-08,32.0|292,462
8|462|8|462|sample|10|292|10|292|32.0,0.0214912,1.98639,0.178869,0.0214332,1.98639,0.178869,0.0211841,1.98639,0.178869,0.00138153,4.21468e-08,7.90253e-09,32.0|292,462
8|462|8|462|sample|7|292|7|292|32.0,0.0238491,1.98639,0.178869,0.0235487,1.98639,0.178869,0.0237786,1.98639,0.178869,0.00142768,3.65002e-08,1.14821e-08,32.0|292,462
8|462|8|462|sample|8|292|8|292|32.0,0.0244625,1.98639,0.178869,0.0246595,1.98639,0.178869,0.0242885,1.98639,0.178869,0.00160748,2.98023e-08,6.96938e-09,32.0|292,462
8|462|8|462|sample|11|292|11|292|22.0,0.271999,1.79517,4.01581,0.274689,1.79517,4.01581,0.270061,1.79517,4.01581,0.0216641,3.65002e-08,1.68587e-07,22.0|292,462
8|462|8|462|sample|12|292|12|292|22.0,0.277195,1.79517,4.01581,0.28055,1.79517,4.01581,0.2752,1.79517,4.01581,0.0221184,3.65002e-08,2.38419e-07,22.0|292,462
8|462|8|462|cc|1|1|292|1|292|69.0,21.8937,0.295613,4.05396,9.48339,0.295613,4.05396,1,0.295613,4.05396,41.1933,0,2.92002e-07,69.0|292,462
8|462|8|462|cc|2|1|292|1|292|69.0,9.76932,0.295613,4.05396,25.882,0.295613,4.05396,1,0.295613,4.05396,124.861,3.72529e-09,1.57699e-07,69.0|292,462
8|462|8|462|cc|3|1|292|1|292|69.0,64.0087,0.295613,4.05396,7.60574,0.295613,4.05396,0.999999,0.295613,4.05396,21.3542,8.33e-09,1.3328e-07,69.0|292,462
8|462|8|462|cc|4|1|292|1|292|69.0,7.34231,0.295613,4.05396,16.4497,0.295613,4.05396,1,0.295613,4.05396,60.199,1.23554e-08,1.57699e-07,69.0|292,462
8|462|8|462|cc|5|1|292|1|292|69.0,6.18235,0.295613,4.05396,16.6635,0.295613,4.05396,0.999999,0.295613,4.05396,140.572,3.72529e-09,2.06477e-07,69.0|292,462
8|462|8|462|cc|6|1|292|1|292|69.0,10.6255,0.295613,4.05396,9.25915,0.295613,4.05396,1,0.295613,4.05396,30.9592,1.05367e-08,1.78814e-07,69.0|292,462
8|462|8|462|cc|7|1|292|1|292|69.0,7.2182,0.295613,4.05396,21.0853,0.295613,4.05396,1,0.295613,4.05396,106.378,1.34317e-08,1.97686e-07,69.0|292,462
8|462|8|462|cc|8|1|292|1|292|69.0,17.9195,0.295613,4.05396,7.80796,0.295613,4.05396,1,0.295613,4.05396,22.7887,1.49012e-08,2.92002e-07,69.0|292,462
8|462|8|462|vc|1|2|292|2|292|69.0,97.7273,0.295613,4.05396,8.81407,0.295613,4.05396,1,0.295613,4.05396,23.8316,9.12506e-09,1.97686e-07,69.0|292,462
8|462|8|462|vc|2|2|292|2|292|69.0,13.2167,0.295613,4.05396,14.4115,0.295613,4.05396,0.999586,0.295613,4.05396,63.4798,1.4428e-08,2.2302e-07,69.0|292,462
8|462|8|462|vc|3|2|292|2|292|69.0,9.81604,0.295613,4.05396,7.54937,0.295613,4.05396,1,0.295613,4.05396,21.5044,8.33e-09,2.45756e-07,69.0|292,462
8|462|8|462|vc|4|2|292|2|292|69.0,26.3022,0.295613,4.05396,22.9463,0.295613,4.05396,1,0.295613,4.05396,144.321,1.23554e-08,2.14908e-07,69.0|292,462
8|462|8|462|vc|5|2|292|2|292|69.0,10.7802,0.295613,4.05396,15.4299,0.295613,4.05396,1,0.295613,4.05396,51.3698,8.33e-09,2.30848e-07,69.0|292,462
8|462|8|462|vc|6|2|292|2|292|69.0,27.7869,0.295613,4.05396,12.3834,0.295613,4.05396,1,0.295613,4.05396,49.5464,3.72529e-09,1.88486e-07,69.0|292,462
8|462|8|462|vc|7|2|292|2|292|69.0,9.77061,0.295613,4.05396,24.7384,0.295613,4.05396,1,0.295613,4.05396,132.737,1.05367e-08,1.88486e-07,69.0|292,462
8|462|8|462|vc|8|2|292|2|292|69.0,5.25293,0.295613,4.05396,10.1744,0.295613,4.05396,1,0.295613,4.05396,25.7256,9.12506e-09,2.14908e-07,69.0|292,462
8|1159|8|1159|sample|8|292|8|292|65.0,0.217422,1.59221,0.274751,0.218297,1.59221,0.274751,0.214159,1.59221,0.274751,0.014525,3.65002e-08,1.62382e-08,65.0|292,1159
8|1159|8|1159|sample|7|292|7|292|65.0,0.234979,1.59221,0.274751,0.235984,1.59221,0.274751,0.234956,1.59221,0.274751,0.0135184,6.664e-08,1.49012e-08,65.0|292,1159
8|1159|8|1159|sample|5|292|5|292|65.0,0.220296,1.59221,0.274751,0.22413,1.59221,0.274751,0.221133,1.59221,0.274751,0.0172569,5.96046e-08,1.4428e-08,65.0|292,1159
8|1159|8|1159|sample|6|292|6|292|65.0,0.217938,1.59221,0.274751,0.22295,1.59221,0.274751,0.221313,1.59221,0.274751,0.0150016,5.96046e-08,6.45239e-09,65.0|292,1159
8|1159|8|1159|sample|11|292|11|292|28.0,0.0558085,1.85716,0.108054,0.0562463,1.85716,0.108054,0.0549946,1.85716,0.108054,0.00302681,6.664e-08,5.4305e-09,28.0|292,1159
8|1159|8|1159|sample|12|292|12|292|28.0,0.048359,1.85716,0.108054,0.0472599,1.85716,0.108054,0.0467296,1.85716,0.108054,0.00231848,5.16191e-08,5.8902e-09,28.0|292,1159
8|1159|8|1159|sample|9|292|9|292|28.0,0.0914153,1.85716,0.108054,0.093653,1.85716,0.108054,0.0941891,1.85716,0.108054,0.00641862,6.98926e-08,6.03566e-09,28.0|292,1159
8|1159|8|1159|sample|10|292|10|292|28.0,0.0933753,1.85716,0.108054,0.0930292,1.85716,0.108054,0.0920492,1.85716,0.108054,0.00674605,6.32203e-08,6.03566e-09,28.0|292,1159
8|1159|8|1159|sample|4|292|4|292|22.0,0.345357,1.79517,1.18672,0.335819,1.79517,1.18672,0.33432,1.79517,1.18672,0.0218223,4.71216e-08,5.5755e-08,22.0|292,1159
8|1159|8|1159|sample|3|292|3|292|22.0,0.319075,1.79517,1.18672,0.322764,1.79517,1.18672,0.31323,1.79517,1.18672,0.0252549,7.88495e-08,4.94216e-08,22.0|292,1159
8|1159|8|1159|cc|1|1|292|1|292|69.0,10.8019,0.295613,1.19799,9.26196,0.295613,1.19799,1,0.295613,1.19799,40.0791,7.45058e-09,7.74287e-08,69.0|292,1159
8|1159|8|1159|cc|2|1|292|1|292|69.0,22.2027,0.295613,1.19799,41.3042,0.295613,1.19799,1,0.295613,1.19799,373.413,9.85619e-09,7.88495e-08,69.0|292,1159
8|1159|8|1159|cc|3|1|292|1|292|69.0,23.8504,0.295613,1.19799,12.2895,0.295613,1.19799,1,0.295613,1.19799,52.4796,1.23554e-08,5.77119e-08,69.0|292,1159
8|1159|8|1159|cc|4|1|292|1|292|69.0,5.21356,0.295613,1.19799,18.2671,0.295613,1.19799,1,0.295613,1.19799,70.8865,9.12506e-09,4.94216e-08,69.0|292,1159
8|1159|8|1159|cc|5|1|292|1|292|69.0,29.5523,0.295613,1.19799,33.0582,0.295613,1.19799,1,0.295613,1.19799,205.682,1.11759e-08,7.74287e-08,69.0|292,1159
8|1159|8|1159|cc|6|1|292|1|292|69.0,4.12117,0.295613,1.19799,8.01946,0.295613,1.19799,1,0.295613,1.19799,32.6574,1.17804e-08,4.71216e-08,69.0|292,1159
8|1159|8|1159|cc|7|1|292|1|292|69.0,12.004,0.295613,1.19799,9.56144,0.295613,1.19799,1,0.295613,1.19799,29.9042,5.26836e-09,3.65002e-08,69.0|292,1159
8|1159|8|1159|cc|8|1|292|1|292|69.0,43.9595,0.295613,1.19799,77.5329,0.295613,1.19799,1,0.295613,1.19799,965.148,9.85619e-09,6.14391e-08,69.0|292,1159
8|1159|8|1159|vc|1|2|292|2|292|69.0,23.8205,0.295613,1.19799,13.4714,0.295613,1.19799,1,0.295613,1.19799,39.9532,1.4428e-08,5.5755e-08,69.0|292,1159
8|1159|8|1159|vc|2|2|292|2|292|69.0,17.8758,0.295613,1.19799,10.5801,0.295613,1.19799,1,0.295613,1.19799,30.3302,6.45239e-09,5.96046e-08,69.0|292,1159
8|1159|8|1159|vc|3|2|292|2|292|69.0,9.74561,0.295613,1.19799,12.7696,0.295613,1.19799,0.999999,0.295613,1.19799,48.4786,1.74732e-08,6.14391e-08,69.0|292,1159
8|1159|8|1159|vc|4|2|292|2|292|69.0,17.1134,0.295613,1.19799,18.4646,0.295613,1.19799,1,0.295613,1.19799,92.2824,1.11759e-08,5.96046e-08,69.0|292,1159
8|1159|8|1159|vc|5|2|292|2|292|69.0,7.50935,0.295613,1.19799,12.7981,0.295613,1.19799,1,0.295613,1.19799,62.7509,9.85619e-09,5.5755e-08,69.0|292,1159
8|1159|8|1159|vc|6|2|292|2|292|69.0,15.7621,0.295613,1.19799,16.7471,0.295613,1.19799,1,0.295613,1.19799,89.3467,9.12506e-09,7.88495e-08,69.0|292,1159
8|1159|8|1159|vc|7|2|292|2|292|69.0,20.1434,0.295613,1.19799,16.4469,0.295613,1.19799,0.999999,0.295613,1.19799,57.6851,1.34317e-08,6.82857e-08,69.0|292,1159
8|1159|8|1159|vc|8|2|292|2|292|69.0,38.4191,0.295613,1.19799,14.9209,0.295613,1.19799,1,0.295613,1.19799,51.4579,8.33e-09,7.59813e-08,69.0|292,1159
8|1197|8|1197|sample|7|103|7|103|65.0,0.0285048,1.6659,0.122189,0.0286055,1.6659,0.122189,0.0284434,1.6659,0.122189,0.00255279,7.59813e-08,6.1777e-09,65.0|103,1197
8|1197|8|1197|sample|8|103|8|103|65.0,0.0290618,1.6659,0.122189,0.0296728,1.6659,0.122189,0.0285097,1.6659,0.122189,0.00219087,7.30005e-08,5.4305e-09,65.0|103,1197
8|1197|8|1197|sample|6|103|6|103|65.0,0.0261423,1.6659,0.122189,0.0266756,1.6659,0.122189,0.0263583,1.6659,0.122189,0.00173343,6.664e-08,7.45058e-09,65.0|103,1197
8|1197|8|1197|sample|5|103|5|103|65.0,0.02936,1.6659,0.122189,0.028789,1.6659,0.122189,0.0286183,1.6659,0.122189,0.00122532,2.98023e-08,5.26836e-09,65.0|103,1197
8|1197|8|1197|sample|12|103|12|103|28.0,0.0202018,1.82519,0.0227362,0.0206838,1.82519,0.0227362,0.0199136,1.82519,0.0227362,0.00141565,5.5755e-08,1.35762e-09,28.0|103,1197
8|1197|8|1197|sample|10|103|10|103|28.0,0.0254879,1.82519,0.0227362,0.0246052,1.82519,0.0227362,0.0246351,1.82519,0.0227362,0.00160842,5.16191e-08,1.23202e-09,28.0|103,1197
8|1197|8|1197|sample|9|103|9|103|28.0,0.0255758,1.82519,0.0227362,0.0255487,1.82519,0.0227362,0.0252991,1.82519,0.0227362,0.00157659,9.18569e-08,1.14063e-09,28.0|103,1197
8|1197|8|1197|sample|3|103|3|103|22.0,0.0256444,1.58983,0.0551063,0.0255573,1.58983,0.0551063,0.0253285,1.58983,0.0551063,0.00233167,4.71216e-08,2.63418e-09,22.0|103,1197
8|1197|8|1197|sample|4|103|4|103|22.0,0.0227831,1.58983,0.0551063,0.0235575,1.58983,0.0551063,0.0230418,1.58983,0.0551063,0.00177621,2.98023e-08,2.71525e-09,22.0|103,1197
8|1197|8|1197|sample|11|103|11|103|28.0,0.0192706,1.82519,0.0227362,0.0190484,1.82519,0.0227362,0.0187368,1.82519,0.0227362,0.000985658,9.88431e-08,1.04125e-09,28.0|103,1197
