parameter,value,CV,se_sa,rse_sa,P2.5_sa,P97.5_sa
beta_L_gap_mab_virus_70_0_274,-0.943758451473071,,1.17824494743866e-07,1.24846028726904e-05,-0.943759,-0.943758
beta_L_gap_run_id_1159,-0.174453794436344,,4.14718895382247e-07,0.000237724204693967,-0.174455,-0.174453
beta_L_gap_run_id_1197,-1.29830050550406,,8.41240167476014e-08,6.47954894810278e-06,-1.2983,-1.2983
beta_L_gap_run_id_152,0.520757455406567,,nan,nan,nan,nan
beta_L_gap_run_id_411,1.4855747030281,,nan,nan,nan,nan
beta_L_gap_run_id_462,1.52699183879989,,nan,nan,nan,nan
omega_f,2.48526887901862,2191.65232843393,nan,nan,nan,nan
omega_h,2.70691022207744e-08,1.64225202374686e-06,nan,nan,nan,nan
omega_L_gap,3.20096540945565e-08,1.4779935505205e-06,1.05427570049002e-07,329.361791094551,3.30188e-09,3.10313e-07
a,83.1565287383485,,9.17869957757716,11.037858021296,67.1091,103.041
b,0.128961901386809,,0.00545829753939554,4.23248841766367,0.118709,0.140101
