id,U_offset_SAEM,L_SAEM,m_SAEM,e_SAEM,s_SAEM,alpha_SAEM,k_SAEM,U_offset_mode,L_mode,m_mode,e_mode,s_mode,alpha_mode,k_mode,goes_down,mab_virus,run_id
8|84|cc|7|1|162,0.0140518,835.91,0.838889,0.0886648,2.38006,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|cc|8|1|162,0.0140518,835.91,0.838889,0.0886648,2.80739,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586215,-10.702,316687,False,69.0|162,84
8|84|vc|1|2|162,0.0140518,835.91,0.838889,0.0886648,2.51851,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|vc|2|2|162,0.0140518,835.91,0.838889,0.0886648,2.6544,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|vc|3|2|162,0.0140518,835.91,0.838889,0.0886648,1.5146,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|vc|4|2|162,0.0140518,835.91,0.838889,0.0886648,2.29431,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|vc|5|2|162,0.0140518,835.91,0.838889,0.0886648,2.4106,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|84|vc|6|2|162,0.0140518,835.91,0.838889,0.0886648,3.19336,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586215,-10.702,316687,False,69.0|162,84
8|84|vc|7|2|162,0.0140518,835.91,0.838889,0.0886648,2.21364,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586215,-10.702,316687,False,69.0|162,84
8|84|vc|8|2|162,0.0140518,835.91,0.838889,0.0886649,1.93109,-10.6994,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.702,316687,False,69.0|162,84
8|1042|sample|8|162,0.0140518,837.68,0.838808,0.131583,7.41059,-10.6993,316137,0.0139281,837.68,0.838519,0.131583,7.16884,-10.7018,316687,True,65.0|162,1042
8|1042|sample|7|162,0.0140518,837.68,0.838808,0.131583,7.63557,-10.6993,316137,0.0139281,837.68,0.838519,0.131583,7.49834,-10.7018,316687,True,65.0|162,1042
8|1042|sample|6|162,0.0140518,837.68,0.838808,0.131583,6.83988,-10.6993,316137,0.0139281,837.68,0.838519,0.131583,6.66759,-10.7018,316687,True,65.0|162,1042
8|1042|sample|5|162,0.0140518,837.68,0.838808,0.131583,6.96651,-10.6993,316137,0.0139281,837.68,0.838519,0.131583,6.98902,-10.7018,316687,True,65.0|162,1042
8|1042|sample|12|162,0.0140518,836.241,0.838674,1.09399,2.72715,-10.6993,316137,0.0139281,836.241,0.838385,1.09399,2.76271,-10.7018,316687,True,28.0|162,1042
8|1042|sample|11|162,0.0140518,836.241,0.838674,1.09399,2.32265,-10.6993,316137,0.0139281,836.241,0.838385,1.09399,2.34412,-10.7018,316687,True,28.0|162,1042
8|1042|sample|9|162,0.0140518,836.241,0.838674,1.09399,2.0736,-10.6993,316137,0.0139281,836.241,0.838385,1.09399,2.04367,-10.7018,316687,True,28.0|162,1042
8|1042|sample|10|162,0.0140518,836.241,0.838674,1.09399,2.12598,-10.6993,316137,0.0139281,836.241,0.838385,1.09399,2.16087,-10.7018,316687,True,28.0|162,1042
8|1042|sample|4|162,0.0140518,836.917,0.838881,0.204963,4.97422,-10.6993,316137,0.0139281,836.917,0.838593,0.204963,4.86896,-10.7018,316687,True,22.0|162,1042
8|1042|sample|3|162,0.0140518,836.917,0.838881,0.204963,4.98293,-10.6993,316137,0.0139281,836.917,0.838593,0.204963,5.05961,-10.7018,316687,True,22.0|162,1042
8|1042|cc|1|1|162,0.0140518,835.91,0.838889,0.0886649,2.22874,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|cc|2|1|162,0.0140518,835.91,0.838889,0.0886649,2.65059,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586215,-10.7018,316687,False,69.0|162,1042
8|1042|cc|3|1|162,0.0140518,835.91,0.838889,0.0886648,1.63394,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|cc|4|1|162,0.0140518,835.91,0.838889,0.0886649,1.89956,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586215,-10.7018,316687,False,69.0|162,1042
8|1042|cc|5|1|162,0.0140518,835.91,0.838889,0.0886648,1.75868,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|cc|6|1|162,0.0140518,835.91,0.838889,0.0886649,2.35204,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|cc|7|1|162,0.0140518,835.91,0.838889,0.0886649,2.0647,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|cc|8|1|162,0.0140518,835.91,0.838889,0.0886648,2.19744,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|vc|1|2|162,0.0140518,835.91,0.838889,0.0886648,2.60281,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586215,-10.7018,316687,False,69.0|162,1042
8|1042|vc|2|2|162,0.0140518,835.91,0.838889,0.0886648,4.07524,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|vc|3|2|162,0.0140518,835.91,0.838889,0.0886648,1.77804,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586215,-10.7018,316687,False,69.0|162,1042
8|1042|vc|4|2|162,0.0140518,835.91,0.838889,0.0886649,2.59409,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|vc|5|2|162,0.0140518,835.91,0.838889,0.0886649,1.91844,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|vc|6|2|162,0.0140518,835.91,0.838889,0.0886648,2.7105,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586215,-10.7018,316687,False,69.0|162,1042
8|1042|vc|7|2|162,0.0140518,835.91,0.838889,0.0886648,3.09006,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|1042|vc|8|2|162,0.0140518,835.91,0.838889,0.0886648,2.3498,-10.6993,316137,0.0139281,835.91,0.8386,0.0886648,0.586216,-10.7018,316687,False,69.0|162,1042
8|719|sample|5|274,0.0140518,833.481,0.838871,0.0851344,5.03379,-10.6996,316137,0.0139281,833.481,0.838582,0.0851344,5.12088,-10.7022,316687,True,55.0|274,719
8|719|sample|6|274,0.0140518,833.481,0.838871,0.0851343,5.64529,-10.6996,316137,0.0139281,833.481,0.838582,0.0851344,5.65681,-10.7022,316687,True,55.0|274,719
8|719|sample|3|274,0.0140518,833.481,0.838871,0.0851343,5.44477,-10.6996,316137,0.0139281,833.481,0.838582,0.0851344,5.45283,-10.7022,316687,True,55.0|274,719
8|719|sample|4|274,0.0140518,833.481,0.838871,0.0851343,5.37747,-10.6996,316137,0.0139281,833.481,0.838582,0.0851344,5.35734,-10.7022,316687,True,55.0|274,719
8|719|sample|10|274,0.0140518,833.387,0.838918,0.168839,14.9476,-10.6996,316137,0.0139281,833.387,0.838629,0.168839,14.6948,-10.7022,316687,True,32.0|274,719
8|719|sample|9|274,0.0140518,833.387,0.838918,0.168839,15.0317,-10.6996,316137,0.0139281,833.387,0.838629,0.168839,14.9369,-10.7022,316687,True,32.0|274,719
8|719|sample|8|274,0.0140518,833.387,0.838918,0.168839,14.1693,-10.6996,316137,0.0139281,833.387,0.838629,0.168839,14.5798,-10.7022,316687,True,32.0|274,719
8|719|sample|7|274,0.0140518,833.387,0.838918,0.168839,14.5637,-10.6996,316137,0.0139281,833.387,0.838629,0.168839,14.4215,-10.7022,316687,True,32.0|274,719
8|719|sample|12|274,0.0140518,830.515,0.838828,0.290171,13.3887,-10.6996,316137,0.0139281,830.515,0.838539,0.290171,13.4986,-10.7022,316687,True,22.0|274,719
8|719|sample|11|274,0.0140518,830.515,0.838828,0.290171,12.2357,-10.6996,316137,0.0139281,830.515,0.838539,0.290171,12.147,-10.7022,316687,True,22.0|274,719
8|719|cc|1|1|274,0.0140518,833.256,0.838856,0.248573,2.43735,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|cc|2|1|274,0.0140518,833.256,0.838856,0.248573,4.7466,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|cc|3|1|274,0.0140518,833.256,0.838856,0.248573,3.73938,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|cc|4|1|274,0.0140518,833.256,0.838856,0.248573,3.57207,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|cc|5|1|274,0.0140518,833.256,0.838856,0.248573,3.48526,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|cc|6|1|274,0.0140518,833.256,0.838856,0.248573,5.75524,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|cc|7|1|274,0.0140518,833.256,0.838856,0.248574,2.86278,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|cc|8|1|274,0.0140518,833.256,0.838856,0.248573,3.4916,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|vc|1|2|274,0.0140518,833.256,0.838856,0.248573,3.50894,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|vc|2|2|274,0.0140518,833.256,0.838856,0.248574,3.54192,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|vc|3|2|274,0.0140518,833.256,0.838856,0.248574,3.82183,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|vc|4|2|274,0.0140518,833.256,0.838856,0.248573,5.95724,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|vc|5|2|274,0.0140518,833.256,0.838856,0.248573,4.97041,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|vc|6|2|274,0.0140518,833.256,0.838856,0.248573,3.23179,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|vc|7|2|274,0.0140518,833.256,0.838856,0.248573,4.114,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|719|vc|8|2|274,0.0140518,833.256,0.838856,0.248574,3.37993,-10.6996,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7022,316687,False,69.0|274,719
8|863|sample|7|274,0.0140518,835.824,1.05202,1.16958,3.68365,-10.6994,316137,0.0139281,835.824,1.0516,1.16957,3.75912,-10.7019,316687,True,65.0|274,863
8|863|sample|8|274,0.0140518,835.824,1.05202,1.16958,3.86123,-10.6994,316137,0.0139281,835.824,1.0516,1.16957,3.83101,-10.7019,316687,True,65.0|274,863
8|863|sample|6|274,0.0140518,835.824,1.05202,1.16957,4.54618,-10.6994,316137,0.0139281,835.824,1.0516,1.16957,4.45618,-10.7019,316687,True,65.0|274,863
8|863|sample|5|274,0.0140518,835.824,1.05202,1.16957,4.48463,-10.6994,316137,0.0139281,835.824,1.0516,1.16957,4.35686,-10.7019,316687,True,65.0|274,863
8|863|sample|11|274,0.0140518,842.724,0.838834,0.200286,16.6858,-10.6994,316137,0.0139281,842.724,0.838546,0.200286,16.9909,-10.7019,316687,True,28.0|274,863
8|863|sample|12|274,0.0140518,842.724,0.838834,0.200286,16.4528,-10.6994,316137,0.0139281,842.724,0.838546,0.200286,16.3503,-10.7019,316687,True,28.0|274,863
8|863|sample|9|274,0.0140518,842.724,0.838834,0.200286,15.8163,-10.6994,316137,0.0139281,842.724,0.838546,0.200286,15.6766,-10.7019,316687,True,28.0|274,863
8|863|sample|10|274,0.0140518,842.724,0.838834,0.200286,15.1606,-10.6994,316137,0.0139281,842.724,0.838546,0.200286,15.1036,-10.7019,316687,True,28.0|274,863
8|863|sample|3|274,0.0140518,830.515,0.838828,0.290171,12.2063,-10.6994,316137,0.0139281,830.515,0.838539,0.290171,12.5248,-10.7019,316687,True,22.0|274,863
8|863|sample|4|274,0.0140518,830.515,0.838828,0.290171,11.1162,-10.6994,316137,0.0139281,830.515,0.838539,0.290171,11.262,-10.7019,316687,True,22.0|274,863
8|863|cc|1|1|274,0.0140518,833.256,0.838856,0.248574,3.50786,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|cc|2|1|274,0.0140518,833.256,0.838856,0.248573,5.42587,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|cc|3|1|274,0.0140518,833.256,0.838856,0.248573,4.54198,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|cc|4|1|274,0.0140518,833.256,0.838856,0.248573,3.19549,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|cc|5|1|274,0.0140518,833.256,0.838856,0.248573,3.11425,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|cc|6|1|274,0.0140518,833.256,0.838856,0.248573,4.04476,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|cc|7|1|274,0.0140518,833.256,0.838856,0.248573,3.04715,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|cc|8|1|274,0.0140518,833.256,0.838856,0.248573,3.5634,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757626,-10.7019,316687,False,69.0|274,863
8|863|vc|1|2|274,0.0140518,833.256,0.838856,0.248573,4.20391,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|vc|2|2|274,0.0140518,833.256,0.838856,0.248573,2.90379,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757626,-10.7019,316687,False,69.0|274,863
8|863|vc|3|2|274,0.0140518,833.256,0.838856,0.248574,3.49347,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|vc|4|2|274,0.0140518,833.256,0.838856,0.248573,2.91297,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757626,-10.7019,316687,False,69.0|274,863
8|863|vc|5|2|274,0.0140518,833.256,0.838856,0.248573,4.52577,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|vc|6|2|274,0.0140518,833.256,0.838856,0.248574,3.89206,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|vc|7|2|274,0.0140518,833.256,0.838856,0.248574,2.6509,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|863|vc|8|2|274,0.0140518,833.256,0.838856,0.248574,2.26631,-10.6994,316137,0.0139281,833.256,0.838566,0.248573,0.757625,-10.7019,316687,False,69.0|274,863
8|488|sample|6|322,0.0140518,835.406,0.838697,0.118213,1.82345,-10.6994,316137,0.0139281,835.406,0.838409,0.118213,1.85034,-10.702,316687,True,55.0|322,488
8|488|sample|5|322,0.0140518,835.406,0.838697,0.118213,1.86043,-10.6994,316137,0.0139281,835.406,0.838409,0.118213,1.89813,-10.702,316687,True,55.0|322,488
8|488|sample|4|322,0.0140518,835.406,0.838697,0.118213,1.76405,-10.6994,316137,0.0139281,835.406,0.838409,0.118213,1.85051,-10.702,316687,True,55.0|322,488
8|488|sample|3|322,0.0140518,835.406,0.838697,0.118213,1.98504,-10.6994,316137,0.0139281,835.406,0.838409,0.118213,2.01686,-10.702,316687,True,55.0|322,488
8|488|sample|10|322,0.0140518,836.65,0.431539,3.37991,1.61628,-10.6994,316137,0.0139281,836.65,0.428465,3.37991,1.61036,-10.702,316687,True,32.0|322,488
8|488|sample|9|322,0.0140518,836.65,0.431539,3.37991,1.54908,-10.6994,316137,0.0139281,836.65,0.428465,3.37991,1.56729,-10.702,316687,True,32.0|322,488
8|488|sample|8|322,0.0140518,836.65,0.431539,3.37991,1.57958,-10.6994,316137,0.0139281,836.65,0.428465,3.37991,1.56895,-10.702,316687,True,32.0|322,488
8|488|sample|7|322,0.0140518,836.65,0.431539,3.37991,1.53703,-10.6994,316137,0.0139281,836.65,0.428465,3.37991,1.54625,-10.702,316687,True,32.0|322,488
8|488|sample|11|322,0.0140518,836.622,0.838801,3.73675,1.74506,-10.6994,316137,0.0139281,836.622,0.838512,3.73675,1.74124,-10.702,316687,True,22.0|322,488
8|488|sample|12|322,0.0140518,836.622,0.838801,3.73675,1.9604,-10.6994,316137,0.0139281,836.622,0.838512,3.73675,1.95777,-10.702,316687,True,22.0|322,488
8|488|cc|1|1|322,0.0140518,834.659,0.838873,0.103227,2.30387,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|cc|2|1|322,0.0140518,834.659,0.838873,0.103227,1.69256,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|cc|3|1|322,0.0140518,834.659,0.838873,0.103227,2.81066,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,488
8|488|cc|4|1|322,0.0140518,834.659,0.838873,0.103227,2.27254,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|cc|5|1|322,0.0140518,834.659,0.838873,0.103227,1.73851,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,488
8|488|cc|6|1|322,0.0140518,834.659,0.838873,0.103227,2.46063,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|cc|7|1|322,0.0140518,834.659,0.838873,0.103227,2.23998,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,488
8|488|cc|8|1|322,0.0140518,834.659,0.838873,0.103227,2.47039,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|vc|1|2|322,0.0140518,834.659,0.838873,0.103227,3.05803,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|vc|2|2|322,0.0140518,834.659,0.838873,0.103227,2.27132,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|vc|3|2|322,0.0140518,834.659,0.838873,0.103227,2.63414,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|vc|4|2|322,0.0140518,834.659,0.838873,0.103227,2.0782,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|vc|5|2|322,0.0140518,834.659,0.838873,0.103227,2.15281,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|vc|6|2|322,0.0140518,834.659,0.838873,0.103227,2.39343,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,488
8|488|vc|7|2|322,0.0140518,834.659,0.838873,0.103227,2.36122,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,488
8|488|vc|8|2|322,0.0140518,834.659,0.838873,0.103227,1.75554,-10.6994,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,488
8|152|sample|8|322,0.0140518,835.484,0.838761,1.2153,2.43142,-10.6995,316137,0.0139281,835.484,0.838473,1.2153,2.4309,-10.702,316687,True,65.0|322,152
8|152|sample|7|322,0.0140518,835.484,0.838761,1.2153,2.31416,-10.6995,316137,0.0139281,835.484,0.838473,1.2153,2.30437,-10.702,316687,True,65.0|322,152
8|152|sample|6|322,0.0140518,835.484,0.838761,1.2153,2.34566,-10.6995,316137,0.0139281,835.484,0.838473,1.2153,2.36707,-10.702,316687,True,65.0|322,152
8|152|sample|5|322,0.0140518,835.484,0.838761,1.2153,2.54371,-10.6995,316137,0.0139281,835.484,0.838473,1.2153,2.5392,-10.702,316687,True,65.0|322,152
8|152|sample|12|322,0.0140518,831.863,0.668839,2.75016,3.07186,-10.6995,316137,0.0139281,831.863,0.66971,2.75016,3.04688,-10.702,316687,True,28.0|322,152
8|152|sample|11|322,0.0140518,831.863,0.668839,2.75016,2.71696,-10.6995,316137,0.0139281,831.863,0.66971,2.75016,2.75209,-10.702,316687,True,28.0|322,152
8|152|sample|10|322,0.0140518,831.863,0.668839,2.75016,2.72972,-10.6995,316137,0.0139281,831.863,0.66971,2.75016,2.77116,-10.702,316687,True,28.0|322,152
8|152|sample|9|322,0.0140518,831.863,0.668839,2.75016,2.53406,-10.6995,316137,0.0139281,831.863,0.66971,2.75016,2.54991,-10.702,316687,True,28.0|322,152
8|152|sample|3|322,0.0140518,836.622,0.838801,3.73675,1.63102,-10.6995,316137,0.0139281,836.622,0.838512,3.73675,1.61061,-10.702,316687,True,22.0|322,152
8|152|sample|4|322,0.0140518,836.622,0.838801,3.73675,1.50301,-10.6995,316137,0.0139281,836.622,0.838512,3.73675,1.51312,-10.702,316687,True,22.0|322,152
8|152|cc|1|1|322,0.0140518,834.659,0.838873,0.103227,1.92229,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|cc|2|1|322,0.0140518,834.659,0.838873,0.103227,2.76367,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,152
8|152|cc|3|1|322,0.0140518,834.659,0.838873,0.103227,2.2175,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,152
8|152|cc|4|1|322,0.0140518,834.659,0.838873,0.103227,3.97862,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|cc|5|1|322,0.0140518,834.659,0.838873,0.103227,3.25958,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|cc|6|1|322,0.0140518,834.659,0.838873,0.103227,2.22556,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,152
8|152|cc|7|1|322,0.0140518,834.659,0.838873,0.103227,2.49056,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,152
8|152|cc|8|1|322,0.0140518,834.659,0.838873,0.103227,2.46506,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|vc|1|2|322,0.0140518,834.659,0.838873,0.103227,2.15681,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.586189,-10.702,316687,False,69.0|322,152
8|152|vc|2|2|322,0.0140518,834.659,0.838873,0.103227,3.09272,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|vc|3|2|322,0.0140518,834.659,0.838873,0.103227,2.45124,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|vc|4|2|322,0.0140518,834.659,0.838873,0.103227,1.8876,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|vc|5|2|322,0.0140518,834.659,0.838873,0.103227,2.63306,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|vc|6|2|322,0.0140518,834.659,0.838873,0.103227,2.67431,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|vc|7|2|322,0.0140518,834.659,0.838873,0.103227,2.90901,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|152|vc|8|2|322,0.0140518,834.659,0.838873,0.103227,1.89196,-10.6995,316137,0.0139281,834.659,0.838584,0.103227,0.58619,-10.702,316687,False,69.0|322,152
8|847|sample|6|69,0.0140518,831.85,0.838561,10.4176,0.556361,-10.6995,316137,0.0139281,831.85,0.838276,10.4175,0.562729,-10.702,316687,True,55.0|69,847
8|847|sample|3|69,0.0140518,831.85,0.838561,10.4176,0.616251,-10.6995,316137,0.0139281,831.85,0.838276,10.4175,0.614786,-10.702,316687,True,55.0|69,847
8|847|sample|4|69,0.0140518,831.85,0.838561,10.4176,0.62006,-10.6995,316137,0.0139281,831.85,0.838276,10.4175,0.621833,-10.702,316687,True,55.0|69,847
8|847|sample|10|69,0.0140518,838.152,0.838819,0.887363,10.378,-10.6995,316137,0.0139281,838.152,0.83853,0.887363,10.3492,-10.702,316687,True,32.0|69,847
8|847|sample|9|69,0.0140518,838.152,0.838819,0.887363,9.71117,-10.6995,316137,0.0139281,838.152,0.83853,0.887363,9.76041,-10.702,316687,True,32.0|69,847
8|847|sample|7|69,0.0140518,838.152,0.838819,0.887363,8.37446,-10.6995,316137,0.0139281,838.152,0.83853,0.887363,8.4093,-10.702,316687,True,32.0|69,847
8|847|sample|8|69,0.0140518,838.152,0.838819,0.887363,8.84293,-10.6995,316137,0.0139281,838.152,0.83853,0.887363,8.78336,-10.702,316687,True,32.0|69,847
8|847|sample|12|69,0.0140518,832.337,0.839165,0.101498,13.7318,-10.6995,316137,0.0139281,832.337,0.838871,0.101498,13.9655,-10.702,316687,True,22.0|69,847
8|847|sample|11|69,0.0140518,832.337,0.839165,0.101498,13.7772,-10.6995,316137,0.0139281,832.337,0.838871,0.101498,13.8916,-10.702,316687,True,22.0|69,847
8|847|sample|5|69,0.0140518,831.85,0.838561,10.4175,0.529897,-10.6995,316137,0.0139281,831.85,0.838276,10.4175,0.539462,-10.702,316687,True,55.0|69,847
8|847|cc|1|1|69,0.0140518,834.744,0.838848,0.53811,2.63477,-10.6995,316137,0.0139281,834.744,0.838559,0.53811,0.587932,-10.702,316687,False,69.0|69,847
8|847|cc|2|1|69,0.0140518,834.744,0.838848,0.53811,2.14663,-10.6995,316137,0.0139281,834.744,0.838559,0.53811,0.587932,-10.702,316687,False,69.0|69,847
8|847|cc|3|1|69,0.0140518,834.744,0.838848,0.53811,2.7323,-10.6995,316137,0.0139281,834.744,0.838559,0.53811,0.587932,-10.702,316687,False,69.0|69,847
